Row ID,Defect/Test ID,Owner,Hypothesis,Command/Action,Expected result,Actual result,Evidence,Commit SHA,Deployed SHA,Status,Next action
R1-R2-010,C2-DB-4,Wave C round 2,"stage88's module_records enrolment is safe everywhere","Inspect company_id NOT NULL DEFAULT 1 added to a pre-existing 93-row table","No tenant misassignment","CONFIRMED MEDIUM-LOW: module_records pre-exists (not created by stage88) and gains company_id NOT NULL DEFAULT 1 plus RLS and app grants. On any database already holding rows, ALL are assigned to company 1 — opstrax_local and staging_upgrade both hold 93. Provably empty in a truly protected environment (every INSERT path names company_id, which does not exist there yet), so it is a hazard for dev boxes and hand-patched staging",Wave C round 2,WORKTREE,979c142,PRE-FLIGHT REQUIRED,"SELECT count(*) FROM module_records before applying to any non-pristine DB"
R1-R2-011,C2-DB-SOUND,Wave C round 2,"The bulk of stage88 is correct","Type fidelity, coverage, readiness strings, RLS/grants, ordering, idempotency, dead classification","Verify by execution","LARGELY SOUND: 0 type/nullability/default/identity mismatches across all 1006 dev-present columns; 0 declared pairs absent from pure_r1_proof; readiness contract counters all 0 with stage88 and exactly missing_tables=19/violations=112 without it; Section F does NOT widen credential access (all 5 secret columns still false for SELECT and UPDATE, byte-identical exclusion list to stage76); all 47 tenant tables rls+force with both policies; ordering self-heals on a stage58-already-ledgered database WITHOUT stage58 rerun; idempotent with byte-identical catalogue; A2/C dead classification correct (0 controller references)",Wave C round 2,WORKTREE,979c142,SOUND,None
R1-R2-RETRACT,NEW-R1-12,Orchestrator,"The DB-lane flake was caused by concurrent tests mutating shared rows","cat xunit.runner.json; grep DisableTestParallelization TestAssemblyConfiguration.cs","Confirm or refute my own recorded cause","MY EARLIER CONCLUSION RETRACTED — IT WAS WRONG. Parallelisation is DISABLED (parallelizeTestCollections=false, parallelizeAssembly=false, DisableTestParallelization=true), so concurrent mutation was never possible. TRUE CAUSE: cross-clock comparison with zero slack on the right edge — the row is seeded with the Postgres CONTAINER clock via NOW() while the handler defaults to=DateTime.UtcNow from the .NET HOST clock. A few ms of Docker/LinuxKit guest drift on Apple Silicon puts the row in the future. Never reproduces on Linux CI where the service container shares the host kernel clock",xunit config + Wave C round 2 analysis,WORKTREE,979c142,CORRECTED,One-token fix: seed at NOW() - INTERVAL '2 minutes'
R1-R2-012,C2-TEST-A1,Wave C round 2 (verified by orchestrator),"The repaired schema guards prove no column the running code reads is missing","SELECT geocoded_lat,geocoded_lng,geocoded_at FROM latest_vehicle_positions on a migration-pure DB","Columns resolve","CONFIRMED HIGH — LIVE 42703 THAT BOTH GUARDS MISS: column geocoded_lat does not exist. Created ONLY by orphan 2026_07_09_stage30_position_address_cache (enrolled in the runner 0 times); declared by 0 schema services. POST /api/maps/reverse-geocode-positions reads and writes all three. STRUCTURAL BLINDNESS: the parity test only covers columns a SchemaService declares (none do), and the orphan test uses CreateTableNames — it has NO COLUMN DIMENSION, so an ALTER-only orphan cannot fail it. Measured: orphan-created tables still missing = 0 (stage88 closed those), orphan-ALTERed columns still missing = 3",r2_fix_proof psql + grep,WORKTREE,979c142,MUST FIX — BLOCKS RELEASE,Enroll stage30; give the orphan rule a column dimension
R1-R2-013,C2-TEST-A2,Wave C round 2,"The gate-ordering assertion prevents authorization bypass","Mutate DriverMe to add an unscoped cross-tenant dump returning BEFORE any gate; re-run both guards","Mutation is caught","CONFIRMED HIGH — DEMONSTRATED BYPASS: the reviewer inserted an unscoped SELECT * FROM drivers returned before authorization. gatedCount 962->962, lateGates 0->0, BOTH tests still PASS. Mechanism: ResolveGateBody scores only the body where the marker literally appears — for gates written in the registration lambda the handler is never examined. Distribution: 254 gates at depth 0 of which 236 contain neither a payload return nor a db call (the assertion is VACUOUS for them); 660 at depth 1; 110 routes have a scored body other than their handler AND a handler that touches the database",Wave C round 2 executed mutation,WORKTREE,979c142,MUST FIX — BLOCKS RELEASE,Score ordering on the transitive handler body
R1-R2-014,C2-UI-B1,Wave C round 2,"Every shipped role lands on a route it can render","Execute the shipped modules over 63 real grant sets from RolePermissionDefaults, 002_seed roles AND seeded users, then evaluate each landing's actual App.tsx guard","Zero dead ends","CONFIRMED HIGH — 2 DEAD ENDS, AND THE CONTRACT TEST CERTIFIES THEM: seeded Driver role and seeded user driver@demo-fleet.com land on /driver but the shell guard driver:self evaluates FALSE. The driver:portal branch at sessionRouting.ts:173 is the ONLY landing exempted from guard verification. ProtectedShell bounces them back to /driver and /login redirects there, so every URL renders PermissionDenied — unrecoverable except by sign-out. test-rbac-contract.mjs:156 ASSERTS the landing, then :197 SKIPS /driver and /customer-portal from its own guard-pass sweep — the two branches that bypass verification. Mitigated in practice by RolePermissionReconciler rewriting is_system roles at boot, but it is non-fatal on failure and never touches tenant-authored custom roles",Wave C round 2 execution,WORKTREE,979c142,MUST FIX,Delete the driver:portal exemption; unskip the sweep
R1-R2-015,C2-UI-B2,Wave C round 2,"The 0/91 nav-route sweep proves no stale navigation remains","Re-derive with singleton sessions (confirms 0/91) then re-run over 63 REAL grant sets","Property holds for real sessions","0/91 CONFIRMED but the property is WEAKER THAN CLAIMED. The sweep tests synthetic sessions holding exactly the nav token; real sessions reach it through the ALIAS CLOSURE, which is not transitive through the route's token. Over real grant sets: 11 role x nav dead ends, all evidence-packages (nav requires safety.view, route guards safety:evidence:view). Seeded Finance & Billing Manager and Customer Service see it in the sidebar and get PermissionDenied — the exact class the audit-logs fix was meant to end",Wave C round 2 execution,WORKTREE,979c142,MUST FIX,Set nav gate to safety:evidence:view; iterate real roles in the sweep
R1-ORCH-005,SELF-INFLICTED,Orchestrator,"Enrolling stage30 at its chronological position is correct","Apply the full chain from a clean baseline after my enrollment","Chain applies cleanly","MY OWN ERROR, CAUGHT BY PACKET 10 AND FIXED. I placed stage30 by DATE (line 112), but the runner array is a hand-maintained DEPENDENCY order, not a date sort: stage30 ALTERs latest_vehicle_positions, which stage51 CREATEs at line 120. The chain failed with 'relation latest_vehicle_positions does not exist' (exit 3), breaking DemoTenantSeederPostgresTests. FIXED: moved to line 122 immediately after stage51 with a comment stating the array is a dependency order. Full chain from a clean baseline now exits 0 with 0 ERROR/FATAL lines and the geocoded columns resolve; the broken test passes 3/3",/tmp/chain.log + dotnet test,WORKTREE,979c142,FIXED,None
R1-P10-001,C2-SEC-1,Packet 10 (fail-before/after evidenced),"View-tier tokens no longer imply manage-tier","Remove manage tokens from the three view groups in BOTH copies; add enumerated guards","No role loses a capability it holds directly","FIXED: settings:view->settings:manage, users:view->users:manage, roles:view->users:manage all TRUE->FALSE on both engines. WHICH COPY WAS WRONG: the FRONTEND — it was uniformly more permissive and also leaked users:view->users:create/update/delete and roles:view->roles:manage/update/create that the backend already denied. Per-role delta measured over defaults + seed: Read-Only Auditor loses settings:manage and users:manage (correct); seeded Operations Manager and Finance & Billing Manager lose settings:manage; NO ROLE LOST A CAPABILITY IT HOLDS DIRECTLY (19-role sweep passes)",artifacts/*-packet10.trx,WORKTREE,979c142,FIXED,Wave C round 3 spot-check
R1-P10-002,C2-SEC-2,Packet 10 (sabotage-verified),"Mirroring the four groups makes the device kill switch reachable","Mirror into FoundationServices byte-identically; replace the hand-written MirroredGroups list with an enumeration parsed from the shipped source","fleet:manage reaches telemetry.devices.manage","FIXED: fleet:manage->telemetry.devices.manage FALSE->TRUE. Fleet Manager, Fleet Owner and Tenant Admin gain device revocation; Dispatcher correctly does NOT (the seed grants it dispatch:manage only, no fleet token) so revocation lands on the fleet tier. GUARD-SHAPE ROOT CAUSE FIXED: MirroredGroups now enumerates 275 case keys from source. SABOTAGE-VERIFIED — deleting the mirror turns the suite red with 9 failures across 3 methods; the old guard stayed green",Packet 10 report,WORKTREE,979c142,FIXED,Wave C round 3 spot-check
R1-P10-003,C2-DB-2,Packet 10 (verified on a NON-SUPERUSER rig),"The role_permissions FORCE-RLS lift closes the escalation","Build a scratch DB owned by a NOSUPERUSER NOBYPASSRLS role with app/system-only policies — the production shape our superuser rig cannot exhibit","Old migration widens; new one holds","FIXED AND PROVEN ON THE SHAPE OUR RIG MASKS: OLD migration reported 'backfilled 5; 0 held' and wrote role_id for the victim whose grants were split across permissions_json and role_permissions — a real widening classified as no-op; all four non-array shapes were backfilled to a Company Admin role, i.e. wildcard. NEW migration reports 'backfilled 0; 5 held', victim's would_gain={billing.write}, FORCE restored on all four tables, idempotent. The guarded company_id->owner_company_id rename also closes the latent 42703",Packet 10 report,WORKTREE,979c142,FIXED,Wave C round 3 spot-check
R1-P10-004,C2-UI-B1/B2,Packet 10 (sabotage-verified),"Removing the driver:portal exemption and fixing the nav gate closes the dead ends","Guard-verify the driver branch; unskip /driver and /customer-portal in the sweep; set evidence-packages nav gate to safety:evidence:view; iterate the REAL role catalogue","Zero dead ends across real roles","FIXED: seeded Driver now falls through to /login -> NoWorkspaceScreen (honest and recoverable) instead of an inescapable PermissionDenied. Nav sweep now iterates 63 real grant sets. SABOTAGE-VERIFIED: reverting reproduces exactly 11 dead ends matching the reviewer's count; no further dead ends surfaced across 91 modules x 63 grant sets",Packet 10 report,WORKTREE,979c142,FIXED,Wave C round 3 spot-check
R1-P10-005,NEW-R1-13,Packet 10 (found beyond brief),"The EndpointMappings satisfy-set table is honoured by enforcement","Enumerate satisfy-set pairs against the engine","Table is authoritative","MAJOR STRUCTURAL FINDING: 362 of 1684 satisfy-set pairs in EndpointMappings were DEAD IN ENFORCEMENT (321 after the telemetry fix); 210 of 275 case keys have NO engine counterpart at all. The EM table is largely DOCUMENTATION that enforcement does not honour. Packet 10 deliberately did NOT mass-mirror — that would be a wholesale WIDENING (it would make fleet:view satisfy vehicles:export). Instead it added a RATCHET: the dead count may fall freely but never rise",Packet 10 report,WORKTREE,979c142,OPEN — NEEDS ITS OWN PACKET,Adjudicate the 321 individually
R1-P10-006,NEW-R1-14,Packet 10 (found beyond brief),"The frontend closure has no remaining broad-to-narrow leaks","Execute the shipped closure across telematics groups","No leaks","TWO MORE FRONTEND-ONLY LEAKS FOUND: (1) settings:view->telematics:providers:manage was TRUE — a Read-only Auditor was rendered the provider-management surface; CLOSED as a side effect of Fix 1. (2) fleet:view IS fleet:manage on the frontend via TELEMATICS_DEVICES_EXPORT listing both in one symmetric group, so fleet:view->settings:manage and fleet:view->telemetry.devices.manage are TRUE in the SPA. Backend denies all of it, so nav over-render not API bypass. NOT FIXED — the restructure lands in App.tsx/moduleConfig nav consumers",Packet 10 report,WORKTREE,979c142,OPEN — NEEDS ITS OWN PACKET,Telematics group restructure
R1-G6-001,GATE-6,Orchestrator,"The remediation can be committed, pushed and pass CI","7 packet-aligned commits; push branch; open PR #51; run CI","CI green","PARTIAL: PR #51 open and mergeable, 11 of 13 checks pass. launch-tooling-tests failed (stale per-file Dockerfile COPY assertion — reconciled to the stronger runner-derived check, tripwire-verified). dotnet-integration-tests failed on a REAL defect CI caught and local runs could not (see next row)",PR #51,eaab4d0,979c142,IN PROGRESS,Await CI on the two fixes
R1-G6-002,PRESERVATION-ERROR,Orchestrator,"Committing by directory preserves the user's uncommitted work","git add frontend/src/pages/ then audit what was committed","User's files excluded","MY ERROR, CAUGHT AND CORRECTED: git add frontend/src/pages/ swept in the user's uncommitted LiveMapPage.tsx. Rewrote the two affected commits to exclude it; SHA-256 confirms all four user files are byte-identical to the pre-run reference and still uncommitted. Nothing of theirs was altered — but this was an error, not a near-miss",git log + shasum vs reference,eaab4d0,979c142,CORRECTED,Add explicit path lists, never directory adds, when the tree holds user work
R1-G6-003,CI-CAUGHT,Orchestrator,"stage88 safely materialises orphan-created tables","CI dotnet-integration-tests failed: GeneralLedgerPeriodClose expected PostgresException, none thrown","Determine whether stage88 introduced it","CONFIRMED — STAGE88 SILENTLY DISABLED A FINANCIAL CONTROL, AND IT IS WORSE THAN THE DEFECT IT REPLACED. stage88 emits 0 functions and 0 triggers, so materialising the GL tables while stage45/46 stayed unenrolled created journal_entries WITHOUT gl_enforce_period_lock() and trg_gl_period_lock. A missing table fails loudly with 42P01; a present table with no trigger ACCEPTS BACK-POSTING INTO A CLOSED ACCOUNTING PERIOD silently. Chain-only DB: 0 triggers. Dev-shaped DB: 1 trigger — which is why every local run passed. FIXED: stage45/46 enrolled chronologically ahead of stage88, removed from the orphan list. Chain exits 0, trigger present, DB lane 437/437 AGAINST A CHAIN-ONLY DATABASE",/tmp/gl2.log + dotnet test,eaab4d0,979c142,FIXED,Await CI
R1-G6-004,SCOPE,Orchestrator,"Other orphans carry enforcement stage88 cannot reproduce","Enumerate all 26 unenrolled orphans for functions/triggers/policies/RAISE","Full scope known","SCOPED: 15 of 26 orphans carry enforcement logic, but 14 carry ONLY RLS policies, which stage88 Section E does recreate (independently verified: all 47 tenant tables rls+force with both policies). stage46 was the ONLY orphan carrying a function and a trigger. The general risk is recorded: stage88 materialises SHAPE, never BEHAVIOUR",orchestrator enumeration,eaab4d0,979c142,SCOPED — NO FURTHER GAPS,Enrolling remaining orphans is follow-up work
